,video,frame,featureName,x,y
269,4,33,grin,10.037404,5.8398356
270,4,34,grin,10.180437,6.693567
271,4,35,grin,10.17016,6.583652
272,4,36,grin,10.202921,6.6784463
273,4,37,grin,9.948299,5.715136
274,4,38,grin,9.902706,5.7162857
275,4,39,grin,9.868859,5.7042174
276,4,40,grin,9.869212,5.7573576
277,4,41,grin,9.874412,5.700915
278,4,42,grin,9.834057,5.687263
279,4,43,grin,9.870942,5.7447143
280,4,44,grin,9.870724,5.7530174
281,4,45,grin,10.384419,6.7370033
282,4,46,grin,10.34711,6.700887
283,4,47,grin,10.365716,6.63593
284,4,48,grin,10.443901,5.90653
285,4,49,grin,10.472789,5.944715
286,4,50,grin,10.466195,5.9186006
287,4,51,grin,10.52574,5.9008203
288,4,52,grin,10.977731,5.669929
289,4,53,grin,11.162655,5.5096726
290,4,54,grin,11.535644,5.26902
291,4,55,grin,11.398229,5.4290476
292,4,56,grin,10.617481,6.9083114
293,4,57,grin,11.4363,8.993417
294,4,58,disappointed,11.482082,9.174074
295,4,59,disappointed,11.498285,9.192156
296,4,60,disappointed,11.494391,9.241195
297,4,61,disappointed,11.448997,9.136101
298,4,62,disappointed,11.451913,9.113595
299,4,63,disappointed,11.450059,8.984202
300,4,64,disappointed,11.492439,9.177072
301,4,65,disappointed,11.497899,9.179183
302,4,66,disappointed,11.470299,9.066373
303,4,67,grin,11.479436,8.986342
304,4,68,grin,11.464181,8.669655
305,4,69,grin,11.466764,8.906629
306,4,70,grin,11.457269,8.869946
307,4,71,disappointed,11.476442,8.916477
308,4,72,disappointed,11.3944235,8.764337
309,4,73,disappointed,11.449357,8.446612
310,4,74,grin,11.334202,8.337718
311,4,75,grin,11.355657,8.494053
312,4,76,grin,11.21184,8.56328
313,4,77,disgust,10.976041,8.589705
314,4,78,disgust,10.758403,8.742416
315,4,79,disgust,10.562663,8.80483
316,4,80,upset,10.49186,8.824549
317,4,81,upset,10.483745,8.824472
318,4,82,angry,10.426224,8.853515
319,4,83,contempt,10.283918,8.721606
320,4,84,angry,10.376306,8.782326
321,4,85,angry,10.440833,8.789641
322,4,86,angry,13.095552,8.850916
323,4,87,contempt,13.137518,8.856304
324,4,88,contempt,13.165281,8.858564
325,4,89,contempt,13.177247,8.858054
326,4,90,contempt,13.166028,8.870907
327,4,91,contempt,13.155822,8.856566
328,4,92,angry,13.132613,8.884015
329,4,93,angry,13.163364,8.867668
330,4,94,grin,13.071878,8.805789
331,4,95,contempt,13.143065,8.765292
332,4,96,contempt,13.097359,8.719093
333,4,97,contempt,13.180663,8.779162
334,4,98,contempt,13.144234,8.806592
335,4,99,contempt,13.15742,8.7309885
336,4,100,contempt,13.180285,8.696704
337,4,101,sad,13.127568,8.626793
338,4,102,sad,13.10465,8.482175
339,4,103,sad,13.056669,8.473935
340,4,104,sad,13.030214,8.376043
341,4,105,sad,11.848822,6.164847
342,4,106,disappointed,11.897975,6.2308373
343,4,107,unpleasant,12.02747,6.0880675
344,4,108,unpleasant,12.219328,5.586855
345,4,109,disgust,11.989638,5.9980087
346,4,110,disgust,11.993046,6.0329547
347,4,111,disgust,11.979602,6.0424886
348,4,112,disappointed,11.91469,5.6775746
349,4,113,disappointed,12.000053,5.646753
350,4,114,pleased,12.053457,5.499575
351,4,115,pleased,12.0856495,5.519413
352,4,116,shocked,12.173588,5.9439692
353,4,117,grin,12.132316,5.96885
354,4,118,shocked,12.073233,5.788905
355,4,119,pleased,11.436068,3.7805228
356,4,120,disgust,11.410565,3.5913544
357,4,121,pleased,11.489862,3.6734912
358,4,122,pleased,11.476912,3.6478045
359,4,123,pleased,11.491015,3.6363177
360,4,124,disgust,11.384997,3.4744227
361,4,125,disgust,11.406531,3.5659933
362,4,126,disgust,11.478506,3.631658
363,4,127,disgust,11.524818,3.9928002
364,4,128,grin,11.59862,3.9159212
365,4,129,grin,11.57856,4.0257983
366,4,130,grin,11.5313,3.840522
367,4,131,grin,11.5209465,3.85159
368,4,132,grin,11.468845,3.640897
369,4,133,disgust,11.459503,3.6053455
370,4,134,disgust,11.412607,3.6355057
371,4,135,disgust,11.39654,3.7391894
372,4,136,disgust,11.370693,3.4727015
373,4,137,disgust,11.35473,3.4893982
374,4,138,disgust,11.372668,3.510529
375,4,139,grin,11.002459,6.03055
376,4,140,contempt,10.921483,6.044836
377,4,141,contempt,8.255809,4.8781724
378,4,142,contempt,8.20478,4.918627
379,4,143,contempt,8.285883,4.8011727
380,4,144,contempt,8.492419,4.7487226
381,4,145,angry,10.13819,9.816964
382,4,146,angry,10.035506,9.858043
383,4,147,angry,10.039761,9.826025
384,4,148,angry,10.193541,9.773493
385,4,149,angry,11.8379135,9.253695
386,42,1,upset,8.156332,9.139913
387,42,2,disgust,8.053794,9.366184
388,42,3,disgust,6.738191,7.297915
389,42,4,disgust,6.614489,6.911051
390,42,5,contempt,5.7910004,4.3440895
391,42,6,contempt,5.4518104,4.078648
392,42,7,contempt,5.3789387,4.0088506
393,42,8,contempt,5.6086864,4.10128
394,42,9,contempt,5.6653776,4.129785
395,42,10,contempt,4.1148963,7.801248
396,42,11,contempt,4.9523454,7.212155
397,42,12,contempt,4.8607926,7.3390784
398,42,13,contempt,5.616064,7.0496635
399,42,14,contempt,3.9834754,7.4398575
400,42,15,contempt,3.97802,7.504799
401,42,16,pleased,4.13812,7.5590053
402,42,17,sad,4.958398,8.391815
403,42,18,sad,4.949117,8.451097
404,42,19,contempt,5.0592074,8.497663
405,42,20,contempt,5.110538,8.566539
406,42,21,contempt,5.256285,8.543477
407,42,22,contempt,5.8779902,8.435217
408,42,23,contempt,6.1005926,7.9621973
409,42,24,contempt,6.1573853,7.8661227
410,42,25,contempt,5.135898,8.32508
411,42,26,contempt,5.106341,8.405862
412,42,27,pleased,6.1813755,7.7772985
413,42,28,pleased,6.832567,7.5411844
414,42,29,disgust,8.275448,9.7937
415,42,30,disgust,8.143898,9.804862
416,42,31,disgust,8.182265,9.81268
417,42,32,disgust,8.721583,10.074515
418,42,33,upset,8.984137,10.24047
419,46,1,disgust,5.957977,7.587466
420,46,2,sad,2.751474,7.0564566
421,46,3,pleased,2.682521,6.9549847
422,46,4,pleased,2.7378259,7.0132785
423,46,5,pleased,2.8089342,7.0371733
424,46,6,pleased,2.7728934,7.036841
425,46,7,contempt,2.745182,6.927467
426,46,8,contempt,2.7315168,6.968096
427,46,9,contempt,2.6948853,6.9113793
428,46,10,contempt,2.700062,6.886983
429,46,11,contempt,2.8835335,7.030599
430,46,12,contempt,3.0375786,7.1219363
431,46,13,contempt,3.0653124,7.147906
432,46,14,contempt,3.0635808,7.1735373
433,46,15,contempt,3.0005188,7.194583
434,46,16,contempt,2.9846196,7.1842117
435,46,17,contempt,3.057169,7.1456614
436,46,18,disgust,2.9476054,7.1696296
437,46,19,disgust,2.8378794,7.2592206
438,1,1,upset,9.018751,10.457397
439,1,2,disgust,10.596607,7.2736077
440,1,3,grin,11.025634,6.913676
441,1,4,grin,11.665013,6.8789053
442,1,5,grin,11.804643,6.95934
443,1,6,grin,11.849407,7.0008225
444,1,7,grin,11.7519045,6.8992977
445,1,8,grin,11.610166,6.9219246
446,1,9,grin,11.018449,6.8253937
447,1,10,grin,10.955391,6.8399043
448,1,11,pleased,11.035336,6.6629767
449,1,13,contempt,10.397646,6.197193
450,1,14,contempt,9.646705,5.0925775
451,1,15,contempt,9.6724,5.070118
452,1,16,grin,9.6790695,5.072378
453,1,17,grin,9.7127905,5.1356807
454,1,18,grin,9.801054,5.1752725
455,1,19,grin,9.939068,5.3989477
456,1,20,grin,10.806402,6.5639963
457,1,21,disgust,11.12298,7.0581374
458,1,22,angry,10.974785,6.9510975
459,1,23,angry,10.846913,7.0946426
460,1,24,angry,10.768348,7.159163
461,1,25,disgust,11.088938,7.199283
462,1,26,disgust,11.071542,7.346736
463,1,27,disgust,11.144328,7.4144626
464,1,28,disgust,11.14259,7.351468
465,1,29,disgust,11.227444,7.365765
466,1,30,disgust,11.312043,7.2806697
467,1,31,disgust,11.446701,7.2947245
468,1,32,pleased,11.73088,7.4708576
469,1,33,sad,10.889531,7.132404
470,1,34,sad,10.850254,7.193829
471,1,35,sad,10.711135,7.5382924
472,1,36,pleased,12.089315,8.773034
473,1,37,pleased,12.085828,9.044124
474,1,38,pleased,12.047077,9.121764
475,1,39,contempt,12.052872,9.150617
476,1,40,contempt,12.095129,9.132039
477,1,41,contempt,6.0180774,8.611915
478,1,42,contempt,5.997495,8.543975
479,1,43,contempt,6.138006,7.994197
480,1,44,sad,9.223527,8.270509
481,1,45,angry,9.377749,8.31348
482,1,48,disgust,4.0734177,5.9994082
483,1,49,disgust,4.1012726,5.993556
484,1,50,disgust,4.0898633,5.99925
485,1,51,contempt,4.0835085,5.994322
486,1,52,contempt,4.08122,5.9711685
487,1,53,contempt,4.077109,5.9684844
488,1,54,contempt,4.084706,5.9806995
489,1,55,sad,9.3088,8.262615
490,1,56,sad,9.378445,8.307282
491,1,57,sad,9.350913,8.267748
492,1,58,contempt,4.1584167,6.0663676
493,1,59,contempt,4.0936246,5.998373
494,1,60,contempt,4.0853662,5.9954176
495,1,61,contempt,4.12838,6.0860915
496,1,62,contempt,4.3086147,6.347422
497,1,63,contempt,4.5950527,7.030105
498,1,64,contempt,4.607878,7.15521
499,1,65,contempt,4.622692,7.1938477
500,1,66,disgust,6.4213047,7.3868933
501,1,67,sad,6.4225574,7.400794
502,1,68,pleased,6.5132904,7.703377
503,1,71,angry,8.671454,10.5485525
504,1,72,angry,8.57992,10.444866
505,1,74,angry,8.853884,9.897458
506,1,75,disgust,8.765318,10.764237
507,1,76,disgust,8.771383,10.765366
508,1,77,pleased,10.630918,7.290218
509,47,1,disgust,8.123353,10.872887
510,47,2,disgust,7.029264,5.1008277
511,47,3,contempt,7.6960945,4.9929442
512,47,4,disgust,7.962793,4.807866
513,47,5,disgust,7.9568586,4.833334
514,47,6,angry,10.065315,10.600211
515,47,7,angry,10.037268,10.582069
516,47,8,angry,10.007166,10.555734
517,47,9,angry,10.031908,10.575893
518,47,10,angry,10.039433,10.558243
519,47,11,pleased,7.906803,9.688741
520,47,12,pleased,7.883183,9.659775
521,47,13,pleased,7.9478407,9.6759615
522,47,14,pleased,7.7898884,9.017014
523,47,15,pleased,7.746504,9.075828
524,47,16,pleased,7.6718745,9.236198
525,47,17,pleased,7.50701,9.337336
526,47,18,pleased,7.4535217,9.40352
527,47,19,pleased,7.3030934,9.465155
528,47,20,sad,7.2788224,9.502715
529,47,21,disgust,7.2396855,9.489804
530,47,22,disgust,7.340076,9.592746
531,47,23,sad,3.6160538,9.290792
532,47,24,pleased,3.4941657,9.229139
533,47,25,contempt,2.725231,9.849498
534,47,26,contempt,2.673404,9.854288
535,47,27,contempt,2.719697,9.806265
536,47,28,contempt,2.7028844,9.793469
537,47,29,contempt,2.6717188,9.669565
538,47,30,contempt,2.6737204,9.601542
539,47,31,contempt,2.6395652,9.613132
540,47,32,contempt,2.6179526,9.58305
541,47,33,pleased,3.1514657,9.111642
542,47,34,pleased,3.1421752,9.128463
543,47,35,pleased,3.2336032,9.068782
544,47,36,contempt,2.455927,9.558841
545,47,37,contempt,2.4628356,9.616419
546,47,38,sad,2.7462282,9.465574
547,47,39,disgust,3.3892388,9.171564
548,47,40,disgust,6.8775043,5.084195
549,47,41,disgust,6.8571095,5.072933
550,47,42,disgust,6.8358684,5.066243
551,47,43,contempt,6.834238,5.031897
552,3,8,contempt,11.497065,9.050395
553,3,13,angry,12.0004,9.204703
554,3,14,angry,11.891886,9.232363
555,3,15,angry,11.805007,9.247439
556,3,16,angry,11.771891,9.265691
557,3,17,angry,11.931525,9.198221
558,3,18,contempt,12.062373,9.135275
559,3,19,contempt,12.157821,9.097077
560,3,20,contempt,12.216782,9.043625
561,3,22,angry,9.545889,9.942147
562,3,24,angry,9.501269,9.871929
563,3,25,disgust,5.4516587,7.688255
564,3,26,contempt,5.4512405,7.300435
565,3,27,contempt,7.3088727,7.459755
566,3,28,contempt,7.3423467,7.459723
567,3,29,contempt,7.355418,7.502644
568,3,30,contempt,4.4567776,7.8637586
569,3,31,contempt,4.3454576,7.947346
570,3,32,contempt,4.0943127,8.005904
571,3,33,contempt,6.153067,8.090465
572,3,35,contempt,5.640264,8.162259
573,3,36,contempt,3.7478101,8.340895
574,3,37,contempt,3.127511,8.081298
575,3,38,pleased,2.8333611,8.150515
576,3,39,pleased,2.6816335,8.292951
577,3,40,pleased,2.6958988,8.327007
578,3,41,pleased,2.668243,8.456181
579,3,42,pleased,3.4755425,7.639936
580,3,43,disgust,3.6241312,7.4158835
581,3,44,disgust,3.729415,7.1987824
582,3,46,pleased,4.0701284,7.572872
583,3,47,pleased,2.6438081,8.465123
584,3,48,pleased,2.6819992,8.482438
585,3,49,pleased,2.700644,8.421423
586,3,50,pleased,2.6838048,8.431505
587,3,51,pleased,2.637047,8.452096
588,3,52,pleased,2.656964,8.467434
589,3,53,pleased,2.6743233,8.453113
590,3,54,pleased,2.7280703,8.388091
591,3,55,contempt,4.030601,7.5000167
592,3,57,pleased,4.0274096,7.1746073
593,3,58,pleased,2.9336936,8.220687
594,3,59,pleased,2.743793,8.319998
595,3,60,pleased,2.6893134,8.320883
596,3,61,pleased,2.7431679,8.238642
597,3,62,pleased,2.7864501,8.167676
598,3,63,pleased,3.5506554,7.101746
599,3,64,pleased,4.045556,6.598205
600,3,65,pleased,4.158764,6.4696746
601,3,66,contempt,4.241691,6.265733
602,3,68,contempt,5.091304,7.4522314
603,3,69,contempt,4.7825837,7.533395
604,3,70,contempt,4.966804,7.420564
605,45,1,grin,11.291674,7.1773486
606,45,2,shocked,11.264323,6.613293
607,45,3,contempt,10.923448,7.3297515
608,45,4,contempt,12.097702,6.098836
609,45,5,disappointed,12.273539,5.9931974
610,45,6,shocked,12.266061,5.6776137
611,45,7,shocked,12.155598,5.6653075
612,45,8,grin,12.027433,5.7049565
613,45,9,grin,9.783652,8.194777
614,45,10,disappointed,11.10776,7.0098963
615,45,11,contempt,11.184254,7.7374954
616,45,12,contempt,11.20609,7.6435084
617,45,13,contempt,11.065887,7.5279946
618,45,14,contempt,10.874775,7.337866
619,45,15,contempt,10.313868,6.8516555
620,45,16,pleased,10.028348,6.3344707
621,45,17,pleased,9.989366,6.177363
622,45,18,angry,10.002902,6.0526185
623,45,19,contempt,10.039991,6.093196
624,45,20,contempt,10.040909,6.03685
625,45,21,angry,8.353912,6.814918
626,45,22,upset,8.060002,10.911052
627,45,23,upset,8.046473,10.967464
628,45,24,upset,8.050606,10.944105
629,45,25,upset,8.054448,10.93732
630,45,26,upset,8.055053,10.92274
631,45,27,disgust,8.060625,10.892654
632,45,28,contempt,9.545267,6.918589
633,44,1,contempt,12.220518,12.252645
634,44,2,disappointed,12.250854,12.117584
635,44,3,disappointed,12.235402,12.030333
636,44,4,disappointed,12.241565,12.076109
637,44,5,disappointed,12.268488,12.07447
638,44,6,disappointed,12.239884,12.036263
639,44,7,disappointed,12.19892,11.950401
640,44,8,disappointed,12.23231,12.009053
641,44,9,disappointed,12.225084,12.026635
642,44,10,disappointed,12.330825,12.308473
643,44,11,disappointed,12.311845,12.343661
644,44,12,disappointed,12.320063,12.353833
645,44,13,disappointed,12.327986,12.36365
646,44,14,disappointed,12.3173,12.35121
647,44,15,disappointed,12.3218155,12.347883
648,44,16,disappointed,12.298736,12.313322
649,44,17,disappointed,12.2970705,12.332638
650,44,18,disappointed,12.29829,12.334319
651,44,19,disappointed,12.307956,12.306468
652,44,20,disappointed,12.276884,12.276133
653,44,21,disappointed,12.278936,12.299101
654,44,22,disappointed,12.298292,12.220268
655,44,23,disappointed,12.20376,12.1443815
656,44,24,disappointed,12.366116,12.32389
657,44,25,disappointed,12.311256,12.356724
658,44,26,disappointed,12.314126,12.366473
659,44,27,disappointed,12.311013,12.3537245
660,44,28,disappointed,12.2601,12.357198
661,44,29,disappointed,12.279946,12.318073
662,44,30,disappointed,12.277479,12.318755
663,44,31,disappointed,12.299676,12.363846
664,44,32,disappointed,12.308551,12.329745
665,44,33,disappointed,12.371304,12.356304
666,44,34,disappointed,12.331121,12.318046
667,44,35,disappointed,12.361001,12.337376
668,44,36,disappointed,12.26454,12.338637
669,44,37,disappointed,12.272426,12.301134
670,44,38,disappointed,12.258329,12.279766
671,44,39,disappointed,12.271066,12.2662115
672,44,40,disappointed,12.290577,12.278616
673,44,41,disappointed,12.287153,12.112292
674,44,42,disappointed,12.247951,11.988997
675,44,43,disappointed,12.185298,11.927953
676,44,44,disappointed,12.188224,11.916632
677,44,45,disappointed,12.192768,11.92981
678,44,46,disappointed,12.162132,11.869674
679,44,47,disappointed,12.167542,11.884745
680,44,48,disappointed,12.1287,11.829129
681,44,49,disappointed,12.203944,11.991343
682,44,50,grin,9.660645,8.452504
683,50,1,disappointed,9.128705,8.17779
684,50,2,disappointed,8.988922,8.119776
685,50,3,disappointed,8.903525,8.0359535
686,50,4,disappointed,8.901964,8.014533
687,50,5,disappointed,8.872189,8.056239
688,50,6,disappointed,8.856035,8.02411
